1,4.6108503341674805,0.5
2,4.560651004314423,0.3125
3,4.518096029758453,0.5
4,4.4682727456092834,0.5625
5,4.2654024958610535,0.5625
6,3.6486650109291077,0.8125
7,3.681723654270172,0.8125
8,3.4323503971099854,0.875
9,3.485975742340088,0.875
10,3.6920387744903564,0.75
11,3.4986443519592285,0.875
12,3.46099853515625,0.875
13,3.422491192817688,0.875
14,3.7712907791137695,0.8125
15,3.4972404837608337,0.875
16,3.455193877220154,0.875
17,3.4454972743988037,0.875
18,4.233511805534363,0.5625
19,3.44903302192688,0.875
20,3.427013099193573,0.875
21,3.4153557419776917,0.875
22,3.539353668689728,0.875
23,4.147040605545044,0.5625
24,3.5458059310913086,0.875
25,3.823146641254425,0.6875
26,4.055376827716827,0.5625
27,3.6676178574562073,0.75
28,3.3278276920318604,0.9375
29,3.848718822002411,0.625
30,3.562070906162262,1.0
31,2.9746735095977783,1.0
1,4.533948600292206,0.3125
2,4.604277193546295,0.3125
3,4.300036549568176,0.5625
4,4.315644383430481,0.5625
5,4.58179235458374,0.5
6,3.734783709049225,0.8125
7,3.733976185321808,0.8125
8,3.5531792640686035,0.875
9,3.403237462043762,0.875
10,3.5476972460746765,0.875
11,3.4840357899665833,0.875
12,3.520693838596344,0.875
13,3.491113007068634,0.875
14,3.477002739906311,0.875
15,3.4465264081954956,0.875
16,3.4186695218086243,0.875
17,3.600849211215973,0.875
18,3.4392918944358826,0.875
19,3.8600937724113464,0.75
20,3.4412885904312134,0.875
21,3.572614014148712,0.875
22,3.466209828853607,0.875
23,4.479812383651733,0.5
24,3.4850158095359802,0.875
25,3.426145911216736,0.875
26,3.6264506578445435,0.875
27,3.8471570014953613,0.75
28,3.258913218975067,0.9375
29,3.6772793531417847,0.9375
30,3.960531771183014,0.625
31,3.5687886476516724,0.8125
