1960, 2.119443416595459, 1000.0,257.0,311.0,63.0,364.0,51.0,417.0,0.0,196.0,1000.0,0.0,750.0,1000.0,1000.0,934.0,999.0,999.0,999.0,999.0,283.0,1000.0,0.0,0.0, -0.3448028564453125,-0.54345703125,0.41058349609375,0.6458740234375, 0.6505889892578125,-0.1946258544921875,0.390380859375,-0.62164306640625
1970, 2.1294407844543457, 1000.0,257.0,311.0,63.0,364.0,51.0,417.0,0.0,196.0,1000.0,0.0,750.0,1000.0,1000.0,934.0,999.0,999.0,999.0,999.0,283.0,1000.0,0.0,0.0, -0.3448028564453125,-0.54345703125,0.41058349609375,0.6458740234375, 0.6511383056640625,-0.1934814453125,0.3897552490234375,-0.6218109130859375
1980, 2.139636993408203, 1000.0,257.0,311.0,63.0,364.0,51.0,417.0,0.0,196.0,1000.0,0.0,750.0,1000.0,1000.0,934.0,999.0,999.0,999.0,999.0,283.0,1000.0,0.0,0.0, -0.3448028564453125,-0.54345703125,0.41058349609375,0.6458740234375, 0.651336669921875,-0.1929779052734375,0.3897247314453125,-0.62176513671875
1990, 2.1495344638824463, 1000.0,257.0,311.0,63.0,364.0,51.0,417.0,0.0,196.0,1000.0,0.0,750.0,1000.0,1000.0,934.0,999.0,999.0,999.0,999.0,283.0,1000.0,0.0,0.0, -0.3448028564453125,-0.54345703125,0.41058349609375,0.6458740234375, 0.651397705078125,-0.1929473876953125,0.38983154296875,-0.6216583251953125
2000, 2.159627676010132, 1000.0,257.0,311.0,63.0,364.0,51.0,417.0,0.0,196.0,1000.0,0.0,750.0,1000.0,1000.0,934.0,999.0,999.0,999.0,999.0,283.0,1000.0,0.0,0.0, -0.3448028564453125,-0.54345703125,0.41058349609375,0.6458740234375, 0.6513214111328125,-0.1931304931640625,0.3901214599609375,-0.621490478515625
2010, 2.169701337814331, 1000.0,257.0,311.0,63.0,364.0,51.0,417.0,0.0,196.0,1000.0,0.0,750.0,1000.0,1000.0,934.0,999.0,999.0,999.0,999.0,283.0,1000.0,0.0,0.0, -0.3448028564453125,-0.54345703125,0.41058349609375,0.6458740234375, 0.6515045166015625,-0.1927337646484375,0.390533447265625,-0.6211700439453125
2020, 2.179804563522339, 1000.0,257.0,311.0,63.0,364.0,51.0,417.0,0.0,196.0,1000.0,0.0,750.0,1000.0,1000.0,934.0,999.0,999.0,999.0,999.0,283.0,1000.0,0.0,0.0, -0.3448028564453125,-0.54345703125,0.41058349609375,0.6458740234375, 0.6510467529296875,-0.19354248046875,0.3916473388671875,-0.620697021484375
2030, 2.189689874649048, 1000.0,257.0,311.0,63.0,364.0,51.0,417.0,0.0,196.0,1000.0,0.0,750.0,1000.0,1000.0,934.0,999.0,999.0,999.0,999.0,283.0,1000.0,0.0,0.0, -0.3448028564453125,-0.54345703125,0.41058349609375,0.6458740234375, 0.6505584716796875,-0.1944427490234375,0.3928070068359375,-0.6201934814453125
2040, 2.1997742652893066, 1000.0,257.0,311.0,62.0,364.0,50.0,416.0,0.0,196.0,1000.0,0.0,750.0,1000.0,1000.0,934.0,999.0,999.0,999.0,999.0,283.0,1000.0,0.0,0.0, -0.0633087158203125,-0.923736572265625,-0.2757415771484375,0.2581634521484375, 0.6500091552734375,-0.1951751708984375,0.394866943359375,-0.619232177734375
2050, 2.2098615169525146, 1000.0,257.0,311.0,62.0,364.0,50.0,416.0,0.0,196.0,1000.0,0.0,750.0,1000.0,1000.0,934.0,999.0,999.0,999.0,999.0,283.0,1000.0,0.0,0.0, -0.0633087158203125,-0.923736572265625,-0.2757415771484375,0.2581634521484375, 0.6500701904296875,-0.19525146484375,0.39495849609375,-0.6190948486328125
2060, 2.2197017669677734, 1000.0,257.0,311.0,62.0,364.0,50.0,416.0,0.0,196.0,1000.0,0.0,750.0,1000.0,1000.0,934.0,999.0,999.0,999.0,999.0,283.0,1000.0,0.0,0.0, -0.0633087158203125,-0.923736572265625,-0.2757415771484375,0.2581634521484375, 0.6499481201171875,-0.1954498291015625,0.39569091796875,-0.618682861328125
2070, 2.2298195362091064, 1000.0,257.0,311.0,62.0,364.0,50.0,416.0,0.0,196.0,1000.0,0.0,750.0,1000.0,1000.0,934.0,999.0,999.0,999.0,999.0,283.0,1000.0,0.0,0.0, -0.0633087158203125,-0.923736572265625,-0.2757415771484375,0.2581634521484375, 0.6499176025390625,-0.1956634521484375,0.395355224609375,-0.618865966796875
2080, 2.240063190460205, 1000.0,257.0,311.0,62.0,364.0,50.0,416.0,0.0,196.0,1000.0,0.0,750.0,1000.0,1000.0,934.0,999.0,999.0,999.0,999.0,283.0,1000.0,0.0,0.0, -0.0633087158203125,-0.923736572265625,-0.2757415771484375,0.2581634521484375, 0.65045166015625,-0.1944427490234375,0.3958282470703125,-0.618377685546875
