1401010, 1406.92919921875, 1000.0, 87.0, 437.0, 81.0, 208.0, 82.0, 154.0, 22.0, 73.0, 1000.0, 0.0, 750.0, 0.0, 666.0, 922.0, 999.0, 999.0, 999.0, 999.0, 455.0, 656.0, 0.0, 0.0, -18.486469268798828, 2.0324766635894775, -53.76200485229492, 0.881500244140625, -0.1353302001953125, 0.088226318359375, -0.4436492919921875, -29.32853126525879, 21.46426010131836, -148.01861572265625, 0.307159423828125, 0.1046600341796875, 0.288726806640625, -0.900726318359375
1401070, 1406.9893798828125, 1000.0, 87.0, 436.0, 81.0, 208.0, 82.0, 154.0, 22.0, 73.0, 1000.0, 0.0, 750.0, 0.0, 666.0, 921.0, 999.0, 999.0, 999.0, 999.0, 455.0, 656.0, 0.0, 0.0, -18.656597137451172, 1.9616767168045044, -53.702816009521484, 0.881500244140625, -0.136962890625, 0.0882720947265625, -0.4431610107421875, -29.648481369018555, 21.552894592285156, -148.1464080810547, 0.3065948486328125, 0.1048431396484375, 0.291290283203125, -0.9000701904296875
1401120, 1407.0394287109375, 1000.0, 87.0, 434.0, 81.0, 208.0, 82.0, 153.0, 22.0, 72.0, 1000.0, 0.0, 750.0, 0.0, 666.0, 921.0, 999.0, 999.0, 999.0, 999.0, 455.0, 655.0, 0.0, 0.0, -18.638242721557617, 1.9214491844177246, -53.62455368041992, 0.881805419921875, -0.1370391845703125, 0.087799072265625, -0.442626953125, -29.481046676635742, 21.549901962280273, -148.08746337890625, 0.3069000244140625, 0.1051177978515625, 0.2900238037109375, -0.9003448486328125
1401180, 1407.0992431640625, 1000.0, 87.0, 436.0, 82.0, 208.0, 82.0, 153.0, 22.0, 72.0, 1000.0, 0.0, 750.0, 0.0, 666.0, 923.0, 999.0, 999.0, 999.0, 999.0, 455.0, 655.0, 0.0, 0.0, -18.505578994750977, 1.8328748941421509, -53.53728103637695, 0.8822479248046875, -0.1364288330078125, 0.0865020751953125, -0.442169189453125, -29.364917755126953, 21.645906448364258, -148.0376739501953, 0.307342529296875, 0.1060791015625, 0.289337158203125, -0.900299072265625
1401230, 1407.1494140625, 1000.0, 87.0, 435.0, 82.0, 207.0, 82.0, 153.0, 22.0, 72.0, 1000.0, 0.0, 750.0, 0.0, 666.0, 922.0, 999.0, 999.0, 999.0, 999.0, 454.0, 655.0, 0.0, 0.0, -18.571887969970703, 1.8276796340942383, -53.47175216674805, 0.882415771484375, -0.1370086669921875, 0.086639404296875, -0.441619873046875, -29.48689842224121, 21.4147891998291, -148.09681701660156, 0.306610107421875, 0.104034423828125, 0.2898101806640625, -0.9006500244140625
1401280, 1407.1993408203125, 1000.0, 87.0, 435.0, 82.0, 207.0, 82.0, 153.0, 22.0, 72.0, 1000.0, 0.0, 750.0, 0.0, 666.0, 921.0, 999.0, 999.0, 999.0, 999.0, 455.0, 655.0, 0.0, 0.0, -18.669355392456055, 1.8340848684310913, -53.422889709472656, 0.8824920654296875, -0.1377716064453125, 0.087005615234375, -0.441162109375, -29.16505241394043, 21.54027557373047, -147.98822021484375, 0.307373046875, 0.1056365966796875, 0.2876129150390625, -0.9008941650390625
1401340, 1407.2596435546875, 1000.0, 87.0, 433.0, 82.0, 207.0, 83.0, 153.0, 22.0, 72.0, 1000.0, 0.0, 750.0, 0.0, 666.0, 923.0, 999.0, 999.0, 999.0, 999.0, 455.0, 654.0, 0.0, 0.0, -18.652780532836914, 1.859732747077942, -53.324588775634766, 0.882904052734375, -0.1376190185546875, 0.0870208740234375, -0.4403839111328125, -29.110746383666992, 21.595829010009766, -147.93930053710938, 0.30780029296875, 0.106109619140625, 0.2873382568359375, -0.900787353515625
1401390, 1407.3094482421875, 1000.0, 87.0, 433.0, 82.0, 207.0, 83.0, 152.0, 22.0, 72.0, 1000.0, 0.0, 750.0, 0.0, 666.0, 923.0, 999.0, 999.0, 999.0, 999.0, 454.0, 654.0, 0.0, 0.0, -18.564308166503906, 1.742567539215088, -53.226322174072266, 0.883331298828125, -0.1374664306640625, 0.085662841796875, -0.439849853515625, -29.352346420288086, 21.483970642089844, -148.02928161621094, 0.30712890625, 0.1047821044921875, 0.2889404296875, -0.9006500244140625
1401450, 1407.3695068359375, 1000.0, 87.0, 434.0, 82.0, 206.0, 83.0, 152.0, 22.0, 71.0, 1000.0, 0.0, 750.0, 0.0, 1000.0, 919.0, 999.0, 999.0, 999.0, 999.0, 454.0, 653.0, 0.0, 0.0, -18.507408142089844, 1.6786130666732788, -53.0930061340332, 0.883880615234375, -0.1373748779296875, 0.0847930908203125, -0.4389495849609375, -28.797149658203125, 21.429922103881836, -147.81561279296875, 0.3082122802734375, 0.1053009033203125, 0.28466796875, -0.901580810546875
1401500, 1407.4195556640625, 1000.0, 87.0, 433.0, 82.0, 206.0, 83.0, 152.0, 22.0, 71.0, 1000.0, 0.0, 750.0, 0.0, 666.0, 920.0, 999.0, 999.0, 999.0, 999.0, 455.0, 653.0, 0.0, 0.0, -18.44723129272461, 1.796311616897583, -52.923458099365234, 0.8846588134765625, -0.1365814208984375, 0.08526611328125, -0.437530517578125, -29.38466453552246, 21.51348876953125, -148.00479125976562, 0.307403564453125, 0.1048736572265625, 0.289276123046875, -0.90045166015625
1401510, 1407.4696044921875, 1000.0, 87.0, 433.0, 82.0, 206.0, 83.0, 151.0, 22.0, 71.0, 1000.0, 0.0, 750.0, 0.0, 666.0, 920.0, 999.0, 999.0, 999.0, 999.0, 455.0, 653.0, 0.0, 0.0, -18.443527221679688, 1.81183922290802, -52.88630676269531, 0.8848114013671875, -0.1365203857421875, 0.0853271484375, -0.437225341796875, -29.424041748046875, 21.374549865722656, -148.02049255371094, 0.3070831298828125, 0.1036834716796875, 0.289306640625, -0.9006805419921875
1401550, 1407.4793701171875, 1000.0, 87.0, 430.0, 82.0, 206.0, 83.0, 151.0, 22.0, 71.0, 1000.0, 0.0, 750.0, 0.0, 666.0, 921.0, 999.0, 999.0, 999.0, 999.0, 455.0, 653.0, 0.0, 0.0, -18.25214195251465, 1.881780982017517, -52.71160125732422, 0.8857421875, -0.1349029541015625, 0.084930419921875, -0.4359283447265625, -27.049097061157227, 21.331985473632812, -147.22039794921875, 0.311126708984375, 0.1077880859375, 0.2712554931640625, -0.9044189453125
