1057050, 1061.46923828125, [1000.0, 175.0, 394.0, 101.0, 142.0, 143.0, 187.0, 231.0, 44.0, 1000.0, 22.0, 750.0, 0.0, 1000.0, 884.0, 999.0, 999.0, 999.0, 999.0, 532.0, 684.0, 0.0, 141.0], [-18.05984878540039, -4.042550086975098, 135.67034912109375], [0.3774871826171875, -0.02691650390625, -0.1584014892578125, 0.911956787109375], [-27.937223434448242, 10.387372970581055, -83.084228515625], [0.7378387451171875, -0.121673583984375, 0.2251739501953125, -0.6245574951171875]
1057100, 1061.519287109375, [1000.0, 175.0, 396.0, 101.0, 141.0, 142.0, 192.0, 238.0, 43.0, 1000.0, 21.0, 750.0, 0.0, 666.0, 885.0, 999.0, 999.0, 999.0, 999.0, 532.0, 684.0, 0.0, 141.0], [-17.873180389404297, -3.9288809299468994, 135.6845703125], [0.377288818359375, -0.027191162109375, -0.15655517578125, 0.912353515625], [-28.25543975830078, 10.282604217529297, -83.18138122558594], [0.73687744140625, -0.1241302490234375, 0.2263641357421875, -0.6247711181640625]
1057160, 1061.5794677734375, [1000.0, 174.0, 393.0, 101.0, 140.0, 142.0, 195.0, 241.0, 43.0, 1000.0, 20.0, 750.0, 0.0, 1000.0, 883.0, 999.0, 999.0, 999.0, 999.0, 531.0, 683.0, 0.0, 140.0], [-17.776657104492188, -3.855231523513794, 135.73826599121094], [0.376800537109375, -0.0273895263671875, -0.1555633544921875, 0.9127197265625], [-28.172250747680664, 10.18659782409668, -83.1347885131836], [0.7371368408203125, -0.124237060546875, 0.2252655029296875, -0.6248321533203125]
1057210, 1061.6295166015625, [1000.0, 174.0, 394.0, 101.0, 139.0, 142.0, 191.0, 237.0, 43.0, 1000.0, 19.0, 750.0, 0.0, 666.0, 882.0, 999.0, 999.0, 999.0, 999.0, 531.0, 683.0, 0.0, 139.0], [-17.858427047729492, -3.832597255706787, 135.8107147216797], [0.3761749267578125, -0.027740478515625, -0.156158447265625, 0.9128570556640625], [-28.887802124023438, 10.060955047607422, -83.24734497070312], [0.735626220703125, -0.12933349609375, 0.228515625, -0.6244049072265625]
1057270, 1061.689453125, [1000.0, 174.0, 392.0, 101.0, 138.0, 142.0, 173.0, 217.0, 43.0, 1000.0, 19.0, 750.0, 0.0, 666.0, 881.0, 999.0, 999.0, 999.0, 999.0, 530.0, 683.0, 0.0, 138.0], [-17.9301700592041, -3.8562374114990234, 135.91151428222656], [0.3753814697265625, -0.02764892578125, -0.156829833984375, 0.9130706787109375], [-28.374391555786133, 10.052583694458008, -83.14747619628906], [0.7367401123046875, -0.12628173828125, 0.225555419921875, -0.6248016357421875]
1057320, 1061.739501953125, [1000.0, 174.0, 394.0, 101.0, 137.0, 142.0, 165.0, 209.0, 43.0, 1000.0, 18.0, 750.0, 0.0, 666.0, 880.0, 999.0, 999.0, 999.0, 999.0, 530.0, 683.0, 0.0, 137.0], [-17.866422653198242, -3.774853229522705, 135.9900360107422], [0.3746795654296875, -0.027984619140625, -0.1560821533203125, 0.913482666015625], [-28.4421329498291, 9.907243728637695, -83.17147064208984], [0.7364044189453125, -0.12750244140625, 0.2250518798828125, -0.6251220703125]
1057370, 1061.7894287109375, [1000.0, 174.0, 392.0, 101.0, 137.0, 141.0, 160.0, 204.0, 43.0, 1000.0, 18.0, 750.0, 0.0, 666.0, 880.0, 999.0, 999.0, 999.0, 999.0, 530.0, 683.0, 0.0, 137.0], [-17.90772247314453, -3.705021858215332, 136.05142211914062], [0.3740997314453125, -0.028594970703125, -0.1562042236328125, 0.9136810302734375], [-28.381362915039062, 10.066793441772461, -83.17449951171875], [0.7365875244140625, -0.126190185546875, 0.2257080078125, -0.6249237060546875]
1057430, 1061.8494873046875, [1000.0, 174.0, 393.0, 100.0, 136.0, 141.0, 161.0, 205.0, 43.0, 1000.0, 17.0, 1000.0, 0.0, 666.0, 889.0, 999.0, 999.0, 999.0, 999.0, 530.0, 683.0, 0.0, 135.0], [-17.82015037536621, -3.7888360023498535, 136.13311767578125], [0.373565673828125, -0.02752685546875, -0.155792236328125, 0.91400146484375], [-28.501855850219727, 9.824700355529785, -83.22709655761719], [0.7359619140625, -0.1282501220703125, 0.2249298095703125, -0.6255340576171875]
1057480, 1061.8995361328125, [1000.0, 174.0, 392.0, 100.0, 136.0, 141.0, 159.0, 204.0, 43.0, 1000.0, 17.0, 1000.0, 0.0, 666.0, 887.0, 999.0, 999.0, 999.0, 999.0, 529.0, 683.0, 0.0, 135.0], [-17.713973999023438, -3.8995466232299805, 136.16891479492188], [0.3734283447265625, -0.0262451171875, -0.155303955078125, 0.9141693115234375], [-28.30874252319336, 9.849510192871094, -83.21437072753906], [0.73626708984375, -0.12689208984375, 0.2240142822265625, -0.6257781982421875]
1057530, 1061.95947265625, [1000.0, 174.0, 393.0, 100.0, 135.0, 141.0, 155.0, 199.0, 42.0, 1000.0, 17.0, 750.0, 0.0, 666.0, 887.0, 999.0, 999.0, 999.0, 999.0, 529.0, 683.0, 0.0, 134.0], [-17.69990348815918, -3.9064106941223145, 136.22967529296875], [0.372955322265625, -0.02606201171875, -0.1552276611328125, 0.9143829345703125], [-28.19331169128418, 9.906827926635742, -83.17404174804688], [0.736663818359375, -0.1259002685546875, 0.22369384765625, -0.6256256103515625]
